1 昨天你领完红包就把我删了我陷入久久地沉思 我想这其中一定有什么含义,原来你是在欲擒故纵嫌我不够爱你 无理取闹的你变得更加可爱了,我会坚守我对你的爱的 今天发工资了,发了1850给你微信转了520支付宝1314,还剩下16 剩下16块我在小卖部买了你爱吃的老坛酸菜牛肉面给你寄过去了我去上班了爱你
1 宝,冷战了三天你终于理我了,你跟我说,你给他发信息他没回你,没关系的 宝,我求着他让他回你一条信息,因为我知道,如果他不回你的话,我这辈子就收不到这信息了 今天发工资了宝,2500你猜我会给你多少,是不是觉得我只会给你2000,留500自己吃饭,我2500都给你,因为厂里包吃包住,我永远爱你宝
1 昨天你把我删了,我看着红色感叹号,陷入了久久的沉思,我明白了：红色代表热情 你想跟我结婚
0 你一个人也可以,但她没有我不行
0 你又怎么了,你现在怎么这么爱生气
0 朋友圈有家人和客户,不方便秀恩爱
0 我们恩爱自己知道不就行了吗,干嘛要让别人知道
1 舔狗日记：我们好聚好散吧,我走我的阳关道,你过你的独木桥！我在下面撑着桥呜呜呜臭宝过桥一定要小心呐
1 宝,他们说发朋友圈都屏蔽家里人,然后我发现你屏蔽了我,原来你已经把我当成家里人了,我更爱你了
1 游坦之：我不要漂亮姑娘,不要大屋,不要黄金,什么都不要,我只要留在你身边伺候你 
1 到底要买什么型号的手机才能收到男孩子发的消息啊？！
1 宝 天气越来越热了,少了你的冷屁股,我都不知道该怎么办了
1 宝,我今天给你发了99条消息,你一条也没回我,后来我才知道,原来爱是无声的啊
1 错的我也抄
0 你自己回去吧,我就不送你了
0 我跟她只是玩玩而已翻译：我对你也是玩玩而已
0 我不是故意不回你消息翻译：陪妹妹呢,怕她看到了生气
0 她只是找我聊天,没有别的
0 我下次不会这样了,原谅我吧
0 我们还是可以当朋友啊,我不想失去你
0 我会对你负责的,宝贝,让我进去
0 我跟她只是好朋友
0 大姨妈走了吗？我想你了
0 对不起
0 我今晚打算早点睡
0 亲爱的,你给我点时间,我一定改！
0 她只是我的朋友,我不能有女性朋友吗？
0 我太忙了,你自己找点事做吧
1 宝 你能给我的备注改一改吗 我不想再叫巨蟹座 168 温州 好骗 工资2500了 我涨工资啦 改成2700吧
1 我坐在窗边给你发了99条信息 你终于肯回我了 你说：“你发你妈 烦不烦” 我一下子就哭了 原来努力真的有用 你已经开始考虑想见我妈妈了对不对 我妈说她也挺喜欢你的
1 所以不叫“宝”就不是合格舔狗了吗？那我偏不叫
1 宝,我今天给你送饭 你把它送给你女朋友了 说是你自己做的 我们的东西已经开始不分你我了, 真好 我更爱你 
1 为什么要叫醒啊？让他继续睡啊！
1 我朋友说再当舔狗就打断我的腿,幸好是腿,要是手的话,就没办法和你聊天了,宝
1 俺是农村嘞,村里人说俺精细,以前没钱配不上你 现在庄稼收了,我准备带两头老母猪去恁家上礼 恁看中不中 俺可稀军你,就给那风儿,吹过俺家地头 地里老红薯都知道俺喜欢你 真嘞!恁看见喽给俺回个话 嫁给俺保证!绝对不让你受委屈 谁欺负你我给他拼命!宝,俺没有文化,但是俺可喜欢你 
1 他吊着我怎么了 他爱我才吊着我 他怎么不吊着别人 
0 我们是睡过,但我对她没感情,我爱的是你
0 现在谈恋爱这么严格吗,竟然还要求单身
0 她只是找我聊天,没有别的
0 身体出轨不叫出轨,我心里还是只有你
0 那你想怎么办？我还能怎么办？
0 我跟朋友约好了,没办法陪你
0 我喜欢你,但我不想谈恋爱
0 你要这么想我也没办法
0 我也不想跟前任打游戏啊,我朋友拉的啊
0 我们不合适
0 我是喜欢你的,但是也许她更适合我吧
0 不管我交过多少个女朋友,只有你是我最爱的那个
